alpha_h,omega_h,delta_h,average_velocity,average_energy
0,0.017453292519943295,0.6981317007977318,0.0,0.0
0.017453292519943295,0.017453292519943295,0.6981317007977318,5.4458776841707775e-05,1.1118386305717849e-07
0.03490658503988659,0.017453292519943295,0.6981317007977318,0.00020842647829210294,4.006823506520232e-07
0,0.03490658503988659,0.6981317007977318,0.0,0.0
0.017453292519943295,0.03490658503988659,0.6981317007977318,0.00010830129384521623,4.4399493965471355e-07
0.03490658503988659,0.03490658503988659,0.6981317007977318,0.000415996682278697,1.6030714237517453e-06
0.05235987755982989,0.03490658503988659,0.6981317007977318,0.0008706629095246403,3.1176809949114105e-06
0.06981317007977318,0.03490658503988659,0.6981317007977318,0.0014046948325815575,4.837199229130486e-06
0.08726646259971647,0.03490658503988659,0.6981317007977318,0.0019585354965108988,7.1409416116159394e-06
0,0.05235987755982989,0.6981317007977318,0.0,0.0
0.017453292519943295,0.05235987755982989,0.6981317007977318,0.00016152599074660575,9.991524997406677e-07
0.03490658503988659,0.05235987755982989,0.6981317007977318,0.0006226845140116743,3.6106697187675263e-06
0.05235987755982989,0.05235987755982989,0.6981317007977318,0.0013063035888580547,7.018660140837519e-06
0.06981317007977318,0.05235987755982989,0.6981317007977318,0.0021102601309813643,1.0885232318589193e-05
0.08726646259971647,0.05235987755982989,0.6981317007977318,0.0029443057344600695,1.6051584246785e-05
0.10471975511965977,0.05235987755982989,0.6981317007977318,0.003745087089346679,2.2795475756823407e-05
0.12217304763960306,0.05235987755982989,0.6981317007977318,0.004476520785837239,3.2384317411496636e-05
0.13962634015954636,0.05235987755982989,0.6981317007977318,0.005123187767974163,4.497576121894933e-05
0,0.06981317007977318,0.6981317007977318,0.0,0.0
0.017453292519943295,0.06981317007977318,0.6981317007977318,0.000214137285153891,1.7772704107908496e-06
0.03490658503988659,0.06981317007977318,0.6981317007977318,0.0008284613906629801,6.4267093760281324e-06
0.05235987755982989,0.06981317007977318,0.6981317007977318,0.0017419567735114721,1.2486667707013646e-05
0.06981317007977318,0.06981317007977318,0.6981317007977318,0.002817439430681765,1.936339457115682e-05
0.08726646259971647,0.06981317007977318,0.6981317007977318,0.003933316794333327,2.8523578049541526e-05
0.10471975511965977,0.06981317007977318,0.6981317007977318,0.005004252546406969,4.052210092393978e-05
0.12217304763960306,0.06981317007977318,0.6981317007977318,0.005981782413249374,5.757030880031405e-05
0.13962634015954636,0.06981317007977318,0.6981317007977318,0.006845330195197665,7.998125181423523e-05
0.15707963267948966,0.06981317007977318,0.6981317007977318,0.007591923779652559,0.00010780655601296381
0.17453292519943295,0.06981317007977318,0.6981317007977318,0.008228159152408238,0.00014143708489661305
0.19198621771937624,0.06981317007977318,0.6981317007977318,0.00876494935060802,0.0001810792935252074
0.20943951023931953,0.06981317007977318,0.6981317007977318,0.009214471307672637,0.00022650346186314484
0,0.12217304763960307,0.6981317007977318,0.0,0.0
0.017453292519943295,0.12217304763960307,0.6981317007977318,0.00036846878856383917,5.4566416396952975e-06
0.03490658503988659,0.12217304763960307,0.6981317007977318,0.0014402853337714902,1.976760795033173e-05
0.05235987755982989,0.12217304763960307,0.6981317007977318,0.0030473698576039773,3.838831083329312e-05
0.06981317007977318,0.12217304763960307,0.6981317007977318,0.004943458333937377,5.934424089299393e-05
0.08726646259971647,0.12217304763960307,0.6981317007977318,0.006908785114311178,8.730693828391674e-05
0.10471975511965977,0.12217304763960307,0.6981317007977318,0.00879001799170987,0.0001241025491088991
0.12217304763960306,0.12217304763960307,0.6981317007977318,0.010501926392214716,0.00017619997848183588
0.13962634015954636,0.12217304763960307,0.6981317007977318,0.01201042818916758,0.00024494392241985975
0.15707963267948966,0.12217304763960307,0.6981317007977318,0.013313288320721416,0.0003301956639359717
0.17453292519943295,0.12217304763960307,0.6981317007977318,0.01442512764655813,0.0004334550303624755
0.19198621771937624,0.12217304763960307,0.6981317007977318,0.015367522012229774,0.0005549789596109644
0.20943951023931953,0.12217304763960307,0.6981317007977318,0.016163114146854913,0.0006939077370686602
0.22689280275926282,0.12217304763960307,0.6981317007977318,0.01683257602339507,0.0008500632278032926
0.24434609527920612,0.12217304763960307,0.6981317007977318,0.017393511124417657,0.0010234776670460103
0.2617993877991494,0.12217304763960307,0.6981317007977318,0.017860523086004873,0.001213551690394816
0.2792526803190927,0.12217304763960307,0.6981317007977318,0.01824577047097465,0.0014204987676227612
0.29670597283903605,0.12217304763960307,0.6981317007977318,0.018559533270220113,0.0016455753244040197
0.31415926535897937,0.12217304763960307,0.6981317007977318,0.01881060552058191,0.0018904903805643603
0.3316125578789227,0.12217304763960307,0.6981317007977318,0.019006535943791744,0.002152191475458321
0.349065850398866,0.12217304763960307,0.6981317007977318,0.019153793277212044,0.0024319524236239717
0.3665191429188093,0.12217304763960307,0.6981317007977318,0.019257903782628687,0.002728284982775902
0,0.10471975511965978,0.6981317007977318,0.0,0.0
0.017453292519943295,0.10471975511965978,0.6981317007977318,0.00031755715121637053,4.004603568234749e-06
0.03490658503988659,0.10471975511965978,0.6981317007977318,0.0012371618504361114,1.449890902382313e-05
0.05235987755982989,0.10471975511965978,0.6981317007977318,0.0026125493814875577,2.816277173499726e-05
0.06981317007977318,0.10471975511965978,0.6981317007977318,0.004234605920112011,4.360061444986865e-05
0.08726646259971647,0.10471975511965978,0.6981317007977318,0.0059169910058170854,6.418175136633883e-05
0.10471975511965977,0.10471975511965978,0.6981317007977318,0.007529225272529426,9.120861712499027e-05
0.12217304763960306,0.10471975511965978,0.6981317007977318,0.008997973498573944,0.00012952502133817658
0.13962634015954636,0.10471975511965978,0.6981317007977318,0.010292934438644256,0.00018005229960689446
0.15707963267948966,0.10471975511965978,0.6981317007977318,0.011410774767937922,0.00024270331463101258
0.17453292519943295,0.10471975511965978,0.6981317007977318,0.012362704516028644,0.00031852408671265977
0.19198621771937624,0.10471975511965978,0.6981317007977318,0.01316638504257142,0.00040772830515254093
0.20943951023931953,0.10471975511965978,0.6981317007977318,0.013841167638734659,0.0005098835514051498
0.22689280275926282,0.10471975511965978,0.6981317007977318,0.014405519943834441,0.0006246559597814715
0.24434609527920612,0.10471975511965978,0.6981317007977318,0.01487580538050562,0.0007518814897563169
0.2617993877991494,0.10471975511965978,0.6981317007977318,0.015265886542298206,0.0008914899778482859
0.2792526803190927,0.10471975511965978,0.6981317007977318,0.015587212971411012,0.0010432809794418715
0.29670597283903605,0.10471975511965978,0.6981317007977318,0.015849151682979342,0.001208822563043683
0.31415926535897937,0.10471975511965978,0.6981317007977318,0.016059385914909203,0.0013885161914789846
0,0.08726646259971647,0.6981317007977318,0.0,0.0
0.017453292519943295,0.08726646259971647,0.6981317007977318,0.0002661439746437544,2.778929197168897e-06
0.03490658503988659,0.08726646259971647,0.6981317007977318,0.0010332973711004623,1.0054673020640414e-05
0.05235987755982989,0.08726646259971647,0.6981317007977318,0.0021774389005401055,1.953151728057889e-05
0.06981317007977318,0.08726646259971647,0.6981317007977318,0.0035257343748390075,3.026857500511839e-05
0.08726646259971647,0.08726646259971647,0.6981317007977318,0.004924563904033032,4.457901867359127e-05
0.10471975511965977,0.08726646259971647,0.6981317007977318,0.0062661977212556084,6.331692627770784e-05
