alpha_h,omega_h,delta_h,average_velocity,average_energy,success
0.6981317007977318,3.141592653589793,1.4835298641951802,0.17036274829909287,1.08541,True
0.6981317007977318,1.7453292519943295,0.9599310885968813,0.16855829434215916,0.502904,True
0.6108652381980153,3.4033920413889422,1.3962634015954636,0.12709898599832745,-0.838069,False
0.5235987755982988,2.5307274153917776,0.6108652381980153,0.22815987176767386,-10.7672,False
0.6108652381980153,3.5779249665883754,1.3089969389957472,0.2523825351499282,1.50774,True
0.4363323129985824,1.6580627893946132,1.0471975511965976,0.12125751637706372,-0.86979,False
0.2617993877991494,3.141592653589793,1.2217304763960306,0.10852809665165682,-0.564852,False
1.0471975511965976,2.705260340591211,1.4835298641951802,0.13313575190456825,1.9757,False
0.8726646259971648,3.141592653589793,1.3962634015954636,0.1806619916273318,2.1479,True
0.6108652381980153,1.3089969389957472,0.6108652381980153,0.21043691925918148,-0.79559,False
0.2617993877991494,1.5707963267948966,0.6108652381980153,0.17716438157066258,-1.55706,False
0.2617993877991494,0.6981317007977318,0.5235987755982988,0.09744726451420926,-0.762213,False
0.2617993877991494,2.5307274153917776,0.6108652381980153,0.4026533187273914,0.548564,True
0.7853981633974483,2.356194490192345,0.6981317007977318,0.26596600001722775,4.72227,True
0.8726646259971648,3.490658503988659,1.4835298641951802,0.18486196053491133,2.27105,True
0.5235987755982988,2.9670597283903604,0.6108652381980153,0.4916708869172467,5.83989,True
0.9599310885968813,2.443460952792061,1.2217304763960306,0.17681317099772573,1.53274,False
0.0872664625997164,1.3089969389957472,0.2617993877991494,0.11567404015463081,-1.05547,False
1.1344640137963142,2.2689280275926285,1.2217304763960306,0.16265795754348122,2.37732,False
0.2617993877991494,3.0543261909900763,1.0471975511965976,0.1120409400973082,-0.716515,False
0.6981317007977318,2.2689280275926285,0.9599310885968813,0.20921928127748787,0.836265,True
0.2617993877991494,2.356194490192345,1.0471975511965976,0.11567329152930164,-1.03695,False
0.0872664625997164,2.6179938779914944,0.2617993877991494,0.19445877204792025,-1.75724,False
0.2617993877991494,2.2689280275926285,0.6981317007977318,0.10849984764741949,-2.90034,False
0.0872664625997164,2.5307274153917776,0.5235987755982988,0.15609270812597864,-1.05688,False
0.7853981633974483,2.5307274153917776,1.1344640137963142,0.194903719969597,-0.00843944,False
0.6108652381980153,2.2689280275926285,1.1344640137963142,0.15806617530007172,-0.60229,False
0.3490658503988659,2.2689280275926285,1.1344640137963142,0.12830741883908703,-0.635578,False
0.6108652381980153,3.665191429188092,1.3089969389957472,0.2585938541379619,1.59421,True
0.6108652381980153,2.792526803190927,0.6981317007977318,0.36014129182703036,3.65611,True
1.2217304763960306,3.228859116189509,1.3089969389957472,0.19052229471426893,5.56681,False
0.3490658503988659,1.832595714594046,0.8726646259971648,0.19338491134403182,0.160816,True
0.5235987755982988,3.3161255787892263,0.7853981633974483,0.39940915507700836,2.6489,True
0.5235987755982988,2.6179938779914944,0.9599310885968813,0.2558567405286904,0.647324,True
0.4363323129985824,2.792526803190927,0.6108652381980153,0.460960254272967,2.8319,True
0.2617993877991494,1.0471975511965976,0.6108652381980153,0.1913398509603379,0.109809,True
0.2617993877991494,3.5779249665883754,0.9599310885968813,0.14685921790179843,-1.1907,False
0.5235987755982988,2.8797932657906435,1.3089969389957472,0.19789445342046222,0.667643,True
0.6108652381980153,1.4835298641951802,0.6108652381980153,0.22779720583186075,-2.10001,False
0.6981317007977318,2.007128639793479,1.1344640137963142,0.15715823142146,-0.844746,False
0.9599310885968813,3.4033920413889422,1.3089969389957472,0.22448796403860963,3.7175,True
0.5235987755982988,2.443460952792061,0.8726646259971648,0.25698031169442426,0.841827,True
0.6981317007977318,2.0943951023931957,1.3089969389957472,0.11574360052504677,-0.0737149,False
0.8726646259971648,2.8797932657906435,0.8726646259971648,0.2284477966061349,3.14036,False
0.8726646259971648,1.7453292519943295,1.1344640137963142,0.1461404117244532,-0.220286,False
0.1745329251994329,2.8797932657906435,0.9599310885968813,0.11091978188608577,-1.06885,False
0.1745329251994329,2.792526803190927,0.4363323129985824,0.07659367521338849,-12.6424,False
0.9599310885968813,2.356194490192345,1.2217304763960306,0.18204102885090703,2.02029,True
0.5235987755982988,3.665191429188092,0.7853981633974483,0.4433625771804978,3.22789,True
0.5235987755982988,2.9670597283903604,1.3089969389957472,0.20309746536842876,0.71551,True
0.8726646259971648,1.9198621771937625,0.8726646259971648,0.16958559605499987,1.55343,True
0.5235987755982988,1.2217304763960306,0.6108652381980153,0.20621010098861128,0.903838,True
0.3490658503988659,2.2689280275926285,0.6108652381980153,0.37834605908273505,0.999019,True
0.1745329251994329,1.0471975511965976,0.6108652381980153,0.14942936706895216,0.00412001,False
1.0471975511965976,3.228859116189509,1.4835298641951802,0.1606481908400722,2.91867,True
0.0872664625997164,3.490658503988659,0.7853981633974483,0.0929719178350846,-0.796953,False
0.0872664625997164,2.705260340591211,0.5235987755982988,0.16033634377886347,-1.12343,False
0.0872664625997164,3.228859116189509,0.2617993877991494,0.20392186857137287,-1.61192,False
0.7853981633974483,2.9670597283903604,1.3089969389957472,0.20503117367736778,1.7612,True
0.7853981633974483,2.705260340591211,0.9599310885968813,0.2131149186303925,0.938622,False
0.9599310885968813,2.792526803190927,1.4835298641951802,0.14328122737102722,1.72128,False
0.5235987755982988,2.181661564992912,1.1344640137963142,0.1750163920034172,-0.894303,False
0.6981317007977318,3.141592653589793,0.8726646259971648,0.3062595314322619,2.74914,True
0.7853981633974483,2.8797932657906435,1.2217304763960306,0.23254005955208443,1.95056,True
