alpha_h,omega_h,delta_h,average_velocity,average_energy,success
0.2617993877991494,0.8726646259971648,1.0471975511965976,0.06219228449194695,0.019598,False
0.0,1.2217304763960306,1.2217304763960306,0.0,0,False
0.6981317007977318,0.08726646259971647,1.0471975511965976,0.008741496665627195,0.00126862,False
1.5707963267948966,1.7453292519943295,1.3089969389957472,0.0,0,False
1.1344640137963142,3.4033920413889422,0.5235987755982988,0.0,0,False
1.1344640137963142,1.4835298641951802,0.9599310885968813,0.0,0,False
0.17453292519943295,2.6179938779914944,1.2217304763960306,0.08769441757517893,0.0604744,False
0.2617993877991494,3.4033920413889422,1.3089969389957472,0.15694897288518891,0.22958,True
1.5707963267948966,3.6651914291880923,0.17453292519943295,0.0,0,False
0.4363323129985824,3.141592653589793,0.6981317007977318,0.4522887619589487,2.30785,True
1.0471975511965976,0.4363323129985824,0.6981317007977318,0.0,0,False
0.4363323129985824,3.490658503988659,0.9599310885968813,0.34369921612068177,1.13923,True
0.3490658503988659,1.8325957145940461,0.5235987755982988,0.6645421847646197,3.81882,False
0.0,2.443460952792061,0.6108652381980153,0.0,0,False
1.4835298641951802,3.141592653589793,0.08726646259971647,0.0,0,False
1.1344640137963142,1.5707963267948966,0.17453292519943295,0.0,0,False
1.5707963267948966,0.6108652381980153,0.2617993877991494,0.0,0,False
1.1344640137963142,1.3089969389957472,0.2617993877991494,0.0,0,False
0.9599310885968813,3.490658503988659,1.5707963267948966,0.1720629388700064,2.63382,True
0.17453292519943295,0.8726646259971648,0.4363323129985824,0.22525830258602308,0.0918185,True
1.4835298641951802,2.8797932657906435,1.3962634015954636,0.0,0,False
1.3962634015954636,1.6580627893946132,0.9599310885968813,0.0,0,False
1.4835298641951802,1.7453292519943295,0.3490658503988659,0.0,0,False
0.0,3.3161255787892263,0.17453292519943295,0.0,0,False
0.4363323129985824,2.9670597283903604,0.2617993877991494,0.0,0,False
0.17453292519943295,0.5235987755982988,0.5235987755982988,0.08734631512728765,0.0148007,False
0.9599310885968813,1.7453292519943295,1.1344640137963142,0.1527683910895628,1.21738,True
0.6981317007977318,3.5779249665883754,0.08726646259971647,0.0,0,False
0.8726646259971648,3.3161255787892263,0.5235987755982988,0.0,0,False
0.08726646259971647,1.2217304763960306,0.6981317007977318,0.07541614783619953,0.00727521,False
1.5707963267948966,0.8726646259971648,1.3089969389957472,0.0,0,False
1.0471975511965976,0.2617993877991494,1.0471975511965976,0.0,0,False
