alpha_h,omega_h,delta_h,average_velocity,average_energy,success
0.9405385413524998,1.6871516102611852,0.43,0.0,0,False
0.08726646259971647,2.0168249134156695,0.43,0.2609223766527836,1.77018,False
0.9760915446338659,3.005844822879123,0.43,0.0,0,False
0.833879531508402,0.6981317007977318,0.43,0.0,0,False
0.14059596752176542,3.6651914291880923,0.43,0.3941839391021219,11.2254,False
0.37169048885064426,1.3574783071067007,0.43,0.6161672920497543,62.0213,False
1.0294210495559148,2.676171519724639,0.52,0.0,0,False
0.19392547244381436,3.005844822879123,0.26,0.4596421636641353,167.502,False
0.620561511820206,2.3464982165701542,0.26,0.0,0,False
0.8516560331490849,1.6871516102611852,0.43,0.0,0,False
0.10504296424039947,3.6651914291880923,0.26,0.40038760943338786,5.94547,False
0.12281946588108246,2.676171519724639,0.43,0.22534729981713902,6.27589,False
0.3005844822879123,0.6981317007977318,0.52,0.14084406883510284,1.21927,False
0.37169048885064426,2.3464982165701542,0.26,0.0,0,False
1.0294210495559148,0.6981317007977318,0.52,0.0,0,False
1.0294210495559148,3.6651914291880923,0.26,0.0,0,False
1.0294210495559148,1.0278050039522162,0.52,0.0,0,False
0.21170197408449737,1.0278050039522162,0.52,0.23288509003438693,3.08512,False
0.14059596752176542,1.0278050039522162,0.52,0.10928501591640595,1.54485,False
0.7449970233049871,3.335518126033608,0.43,0.0,0,False
0.5672320068981571,1.6871516102611852,0.52,0.0,0,False
0.2294784757251804,2.3464982165701542,0.43,0.35223564128989593,54.1606,False
0.2650314790065464,2.0168249134156695,0.43,0.0,0,False
0.35391398720996126,3.6651914291880923,0.52,0.0,0,False
1.0294210495559148,3.005844822879123,0.52,0.0,0,False
0.727220521664304,3.005844822879123,0.52,0.0,0,False
0.5316790036167912,1.3574783071067007,0.43,0.0,0,False
0.5139025019761081,2.0168249134156695,0.52,0.0,0,False
0.2294784757251804,3.005844822879123,0.26,0.0,0,False
0.5672320068981571,0.6981317007977318,0.52,0.12683286297455967,9.13195,False
0.9938680462745488,0.6981317007977318,0.52,0.0,0,False
0.4961260003354252,3.335518126033608,0.43,0.0,0,False
0.5139025019761081,2.0168249134156695,0.26,0.0,0,False
0.9227620397118168,3.335518126033608,0.52,0.0,0,False
0.37169048885064426,1.3574783071067007,0.52,0.21613519804929812,6.23829,False
1.0471975511965976,1.0278050039522162,0.43,0.0,0,False
0.15837246916244843,1.6871516102611852,0.43,0.3047659089965889,5.24995,False
0.24725497736586335,3.335518126033608,0.26,0.0,0,False
0.21170197408449737,0.6981317007977318,0.52,0.11592654512514798,1.55314,False
0.2294784757251804,3.005844822879123,0.43,0.0,0,False
0.673891016742255,3.005844822879123,0.52,0.0,0,False
0.4250199937726933,3.6651914291880923,0.52,0.0,0,False
0.9227620397118168,0.6981317007977318,0.52,0.0,0,False
0.33613748556927825,1.0278050039522162,0.52,0.2662067483856883,3.05861,False
0.2828079806472293,3.6651914291880923,0.26,0.0,0,False
0.14059596752176542,1.3574783071067007,0.43,0.20788792684621935,4.14872,False
0.21170197408449737,0.6981317007977318,0.26,0.0,0,False
0.620561511820206,1.6871516102611852,0.43,0.0,0,False
0.8161030298677189,2.676171519724639,0.43,0.0,0,False
0.35391398720996126,3.005844822879123,0.26,0.0,0,False
0.4072434921320102,1.3574783071067007,0.26,0.0,0,False
0.9049855380711338,1.6871516102611852,0.26,0.0,0,False
0.14059596752176542,1.6871516102611852,0.52,0.2411131677547947,0.28337,True
0.2294784757251804,0.6981317007977318,0.52,0.11256452925978733,2.24553,False
0.833879531508402,3.005844822879123,0.52,0.0,0,False
0.9405385413524998,0.6981317007977318,0.43,0.0,0,False
0.4072434921320102,2.676171519724639,0.52,0.0,0,False
0.8516560331490849,2.676171519724639,0.43,0.0,0,False
0.38946699049132727,0.6981317007977318,0.52,0.1355709805443736,1.91335,False
0.5494555052574742,2.3464982165701542,0.52,0.38882160586820297,421.781,False
0.8516560331490849,3.005844822879123,0.43,0.0,0,False
0.833879531508402,1.0278050039522162,0.52,0.0,0,False
0.2650314790065464,0.6981317007977318,0.43,0.08985287563629765,7.92184,False
0.691667518382938,2.0168249134156695,0.52,0.0,0,False
0.4250199937726933,2.676171519724639,0.43,0.0,0,False
1.0294210495559148,2.0168249134156695,0.52,0.0,0,False
0.5316790036167912,0.6981317007977318,0.43,0.20802261235751382,8.18565,False
0.7627735249456701,2.3464982165701542,0.43,0.0,0,False
0.14059596752176542,3.005844822879123,0.52,0.5542167072317966,4.6777,False
0.9049855380711338,3.005844822879123,0.26,0.0,0,False
0.2650314790065464,3.335518126033608,0.43,0.0,0,False
0.4250199937726933,0.6981317007977318,0.26,0.0,0,False
0.4961260003354252,1.6871516102611852,0.52,0.0,0,False
0.4072434921320102,2.3464982165701542,0.52,0.0,0,False
0.8694325347897679,2.3464982165701542,0.43,0.0,0,False
0.6383380134608891,2.676171519724639,0.43,0.0,0,False
0.9583150429931829,0.6981317007977318,0.26,0.0,0,False
0.1761489708031314,1.0278050039522162,0.26,0.233926512933123,28.7376,False
0.8161030298677189,1.6871516102611852,0.26,0.0,0,False
0.9405385413524998,1.3574783071067007,0.26,0.0,0,False
0.5850085085388401,1.0278050039522162,0.26,0.0,0,False
0.5139025019761081,3.005844822879123,0.43,0.0,0,False
0.9227620397118168,2.0168249134156695,0.52,0.0,0,False
0.9049855380711338,3.6651914291880923,0.52,0.0,0,False
0.7627735249456701,0.6981317007977318,0.26,0.0,0,False
0.5316790036167912,3.335518126033608,0.43,0.0,0,False
0.6383380134608891,1.0278050039522162,0.52,0.2873678228044359,657.443,False
0.19392547244381436,2.0168249134156695,0.26,0.0,0,False
0.8694325347897679,1.0278050039522162,0.26,0.0,0,False
0.7094440200236211,0.6981317007977318,0.26,0.0,0,False
0.656114515101572,1.6871516102611852,0.26,0.0,0,False
0.19392547244381436,0.6981317007977318,0.52,0.17146877454116832,0.972577,False
0.5316790036167912,2.676171519724639,0.43,0.0,0,False
0.8694325347897679,3.6651914291880923,0.26,0.0,0,False
0.5139025019761081,0.6981317007977318,0.52,0.12466989823828489,5.06934,False
0.21170197408449737,3.005844822879123,0.52,0.5692853393077535,10.5634,False
0.1761489708031314,1.3574783071067007,0.26,0.8650066765541676,78.3392,False
0.673891016742255,2.3464982165701542,0.26,0.0,0,False
0.24725497736586335,1.6871516102611852,0.43,0.42535927815093194,20.9408,False
0.46057299705405913,0.6981317007977318,0.52,0.10642402948751165,4.91425,False
0.8516560331490849,1.6871516102611852,0.26,0.0,0,False
0.46057299705405913,3.005844822879123,0.52,0.0,0,False
0.9938680462745488,2.0168249134156695,0.43,0.0,0,False
0.3183609839285953,3.005844822879123,0.26,0.0,0,False
