alpha_h,omega_h,delta_h,average_velocity,average_energy
0.08726646259971647,1.4835298641951797,0.6981317007977318,0.06219384570383769,0.015132883941254893
0.13962634015954636,1.4835298641951797,0.6981317007977318,0.15511335099447612,0.0385219082792132
0.19198621771937624,1.4835298641951797,0.6981317007977318,0.22012041930633636,0.0854003367425973
0.24434609527920612,1.4835298641951797,0.6981317007977318,0.25153429701274116,0.1583341345566131
0.296705972839036,1.4835298641951797,0.6981317007977318,0.27358730938598663,0.2509425884760215
0.3490658503988659,1.4835298641951797,0.6981317007977318,0.27959253996437555,0.37103654730987146
0.4014257279586958,1.4835298641951797,0.6981317007977318,0.28479210093433194,0.5050976602552703
0.4537856055185257,1.4835298641951797,0.6981317007977318,0.2818629179802317,0.6733450125710121
0.5061454830783556,1.4835298641951797,0.6981317007977318,0.2788634003498208,0.847532996663176
0.5585053606381855,1.4835298641951797,0.6981317007977318,0.27166757545690523,1.0709960891982222
0.6108652381980153,1.4835298641951797,0.6981317007977318,0.26379033322887796,1.296150705140693
0.6632251157578452,1.4835298641951797,0.6981317007977318,0.25383349311061804,1.5901269453882507
0.715584993317675,1.4835298641951797,0.6981317007977318,0.24276607933570318,1.8812493791520666
0.7679448708775048,1.4835298641951797,0.6981317007977318,0.23058219696043916,2.2661756862745634
0.8203047484373347,1.4835298641951797,0.6981317007977318,0.21739688279844682,2.636403274441377
0.8726646259971645,1.4835298641951797,0.6981317007977318,0.20303475807976631,3.1364005010481004
0.9250245035569944,1.4835298641951797,0.6981317007977318,0.18843816720343143,3.622275596594103
0.9773843811168242,1.4835298641951797,0.6981317007977318,0.17041398935143934,4.3562168600770175
1.029744258676654,1.4835298641951797,0.6981317007977318,0.14891487364629105,5.577137710161204
0.08726646259971647,1.3962634015954634,0.6981317007977318,0.05936880557784468,0.013176130074736735
0.13962634015954636,1.3962634015954634,0.6981317007977318,0.1452141909627669,0.0338261890145451
0.19198621771937624,1.3962634015954634,0.6981317007977318,0.204927133950663,0.07504731895418303
0.24434609527920612,1.3962634015954634,0.6981317007977318,0.23395590439416017,0.13981074328618923
0.296705972839036,1.3962634015954634,0.6981317007977318,0.2540279710604327,0.22015939519799374
0.3490658503988659,1.3962634015954634,0.6981317007977318,0.26006828475903987,0.32777961937493705
0.4014257279586958,1.3962634015954634,0.6981317007977318,0.2643628848576427,0.44592455155695654
0.4537856055185257,1.3962634015954634,0.6981317007977318,0.26222432373165006,0.5942394217321609
0.5061454830783556,1.3962634015954634,0.6981317007977318,0.25898113687744734,0.7482708914629524
0.5585053606381855,1.3962634015954634,0.6981317007977318,0.2526360312915897,0.9440482864758285
0.6108652381980153,1.3962634015954634,0.6981317007977318,0.2452465533986392,1.1381333565057985
0.6632251157578452,1.3962634015954634,0.6981317007977318,0.23582483469027057,1.3959165087814818
0.715584993317675,1.3962634015954634,0.6981317007977318,0.22610868501526082,1.6603205235111695
0.7679448708775048,1.3962634015954634,0.6981317007977318,0.21393419422423457,1.9865335709178322
0.8203047484373347,1.3962634015954634,0.6981317007977318,0.20299787433889202,2.3261741663917164
0.8726646259971645,1.3962634015954634,0.6981317007977318,0.18807511432522395,2.7420939352013733
0.9250245035569944,1.3962634015954634,0.6981317007977318,0.1765124508687326,3.201145899152507
0.9773843811168242,1.3962634015954634,0.6981317007977318,0.15673372912769526,3.782377666267553
1.029744258676654,1.3962634015954634,0.6981317007977318,0.13963813327794045,4.88226625897559
0.08726646259971647,1.308996938995747,0.6981317007977318,0.05623262879507929,0.011431803842379913
0.13962634015954636,1.308996938995747,0.6981317007977318,0.135592056322077,0.029211165621607377
0.19198621771937624,1.308996938995747,0.6981317007977318,0.1899005355229278,0.06594187883462137
0.24434609527920612,1.308996938995747,0.6981317007977318,0.21859740821218626,0.12155733966004846
0.296705972839036,1.308996938995747,0.6981317007977318,0.23386291469812226,0.1945750119492087
0.3490658503988659,1.308996938995747,0.6981317007977318,0.24331349846125158,0.2844509959316087
0.4014257279586958,1.308996938995747,0.6981317007977318,0.24403980697174302,0.39355851587724583
0.4537856055185257,1.308996938995747,0.6981317007977318,0.24421495134502674,0.5143872836766904
0.5061454830783556,1.308996938995747,0.6981317007977318,0.23983716056294502,0.6614414842357041
